hit_id,assignment_id,worker_id,variable,value
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task3_given_number,"658,182"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task3_option1_number,"658,182"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task3_option1_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task3_option2_number,"658,180"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task3_option2_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task3_option3_number,"658,200"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task3_option3_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task3_option4_number,"658,000"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task3_option4_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task3_option5_number,"660,000"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task3_option5_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task3_option6_number,"700,000"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task3_option6_rating,too-round
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_start_time,2021-08-10 11:54:45
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_template,Astronomers have recently discovered a similar celestial body with a diameter of _____ miles.
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_given_number,"4,714,344,138"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_option1_number,"4,714,344,138"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_option1_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_option2_number,4.71434414 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_option2_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_option3_number,4.7143441 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_option3_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_option4_number,4.714344 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_option4_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_option5_number,4.71434 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_option5_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_option6_number,4.7143 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_option6_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_option7_number,4.714 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_option7_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_option8_number,4.71 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_option8_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_option9_number,4.7 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_option9_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_option10_number,5 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task4_option10_rating,too-round
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_start_time,2021-08-10 11:56:12
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_template,"DNA evidence suggests that throughout history, _____ people have been affected by the disease."
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_given_number,"6,885,867,474"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_option1_number,"6,885,867,474"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_option1_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_option2_number,6.88586747 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_option2_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_option3_number,6.8858675 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_option3_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_option4_number,6.885867 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_option4_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_option5_number,6.88587 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_option5_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_option6_number,6.8859 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_option6_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_option7_number,6.886 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_option7_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_option8_number,6.89 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_option8_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_option9_number,6.9 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_option9_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_option10_number,7 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task5_option10_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task6_start_time,2021-08-10 11:56:24
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task6_template,"In a recent report, the hospital group disclosed that it spent $_____ on healthcare equipment."
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task6_given_number,"7,326,177"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task6_option1_number,"7,326,177"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task6_option1_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task6_option2_number,7.32618 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task6_option2_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task6_option3_number,7.3262 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task6_option3_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task6_option4_number,7.326 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task6_option4_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task6_option5_number,7.33 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task6_option5_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task6_option6_number,7.3 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task6_option6_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task6_option7_number,7 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task6_option7_rating,too-round
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task7_start_time,2021-08-10 11:57:05
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task7_template,Astronomers have recently discovered a similar celestial body with a diameter of _____ miles.
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task7_given_number,"71,224,177"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task7_option1_number,"71,224,177"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task7_option1_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task7_option2_number,71.22418 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task7_option2_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task7_option3_number,71.2242 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task7_option3_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task7_option4_number,71.224 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task7_option4_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task7_option5_number,71.22 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task7_option5_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task7_option6_number,71.2 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task7_option6_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task7_option7_number,71 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task7_option7_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task7_option8_number,70 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task7_option8_rating,too-round
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task8_start_time,2021-08-10 11:57:11
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task8_template,"In a recent report, the hospital group disclosed that it spent $_____ on healthcare equipment."
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task8_given_number,"99,777,821"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task8_option1_number,"99,777,821"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task8_option1_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task8_option2_number,99.77782 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task8_option2_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task8_option3_number,99.7778 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task8_option3_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task8_option4_number,99.778 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task8_option4_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task8_option5_number,99.78 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task8_option5_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task8_option6_number,99.8 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task8_option6_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task8_option7_number,100 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task8_option7_rating,too-round
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task9_start_time,2021-08-10 11:57:18
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task9_template,Astronomers have recently discovered a similar celestial body with a diameter of _____ miles.
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task9_given_number,"2,645,448"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task9_option1_number,"2,645,448"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task9_option1_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task9_option2_number,2.64545 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task9_option2_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task9_option3_number,2.6454 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task9_option3_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task9_option4_number,2.645 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task9_option4_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task9_option5_number,2.65 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task9_option5_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task9_option6_number,2.6 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task9_option6_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task9_option7_number,3 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task9_option7_rating,too-round
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task10_start_time,2021-08-10 11:57:24
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task10_template,Astronomers have recently discovered a similar celestial body with a diameter of _____ miles.
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task10_given_number,"1,732"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task10_option1_number,"1,732"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task10_option1_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task10_option2_number,"1,730"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task10_option2_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task10_option3_number,"1,700"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task10_option3_rating,too-round
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task10_option4_number,"2,000"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task10_option4_rating,too-round
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task11_start_time,2021-08-10 11:57:35
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task11_template,"DNA evidence suggests that throughout history, _____ people have been affected by the disease."
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task11_given_number,"8,655,722"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task11_option1_number,"8,655,722"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task11_option1_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task11_option2_number,8.65572 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task11_option2_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task11_option3_number,8.6557 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task11_option3_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task11_option4_number,8.656 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task11_option4_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task11_option5_number,8.66 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task11_option5_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task11_option6_number,8.7 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task11_option6_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task11_option7_number,9 million
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task11_option7_rating,too-round
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task12_start_time,2021-08-10 11:57:41
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task12_template,"DNA evidence suggests that throughout history, _____ people have been affected by the disease."
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task12_given_number,"193,114"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task12_option1_number,"193,114"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task12_option1_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task12_option2_number,"193,110"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task12_option2_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task12_option3_number,"193,100"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task12_option3_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task12_option4_number,"193,000"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task12_option4_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task12_option5_number,"190,000"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task12_option5_rating,too-round
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task12_option6_number,"200,000"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task12_option6_rating,too-round
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_start_time,2021-08-10 11:57:48
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_template,"In a recent report, the hospital group disclosed that it spent $_____ on healthcare equipment."
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_given_number,"7,567,526,282"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_option1_number,"7,567,526,282"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_option1_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_option2_number,7.56752628 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_option2_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_option3_number,7.5675263 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_option3_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_option4_number,7.567526 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_option4_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_option5_number,7.56753 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_option5_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_option6_number,7.5675 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_option6_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_option7_number,7.568 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_option7_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_option8_number,7.57 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_option8_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_option9_number,7.6 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_option9_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_option10_number,8 billion
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task13_option10_rating,too-round
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task14_start_time,2021-08-10 11:57:55
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task14_template,"DNA evidence suggests that throughout history, _____ people have been affected by the disease."
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task14_given_number,"4,616"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task14_option1_number,"4,616"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task14_option1_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task14_option2_number,"4,620"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task14_option2_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task14_option3_number,"4,600"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task14_option3_rating,too-round
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task14_option4_number,"5,000"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task14_option4_rating,too-round
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task15_start_time,2021-08-10 11:58:03
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task15_template,"In a recent report, the hospital group disclosed that it spent $_____ on healthcare equipment."
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task15_given_number,"825,643"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task15_option1_number,"825,643"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task15_option1_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task15_option2_number,"825,640"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task15_option2_rating,too-precise
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task15_option3_number,"825,600"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task15_option3_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task15_option4_number,"826,000"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task15_option4_rating,looks-good
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task15_option5_number,"830,000"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task15_option5_rating,too-round
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task15_option6_number,"800,000"
5285046147049643785,7324433424687744959,A1YSYI926BBOHW,task15_option6_rating,too-round
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,studyId,round-numbers-rating-2021
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,workerId,16073393072378076344
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,finish_time,2021-08-10 14:59:26
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,submit_time,2021-08-10 14:59:38
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task1_start_time,2021-08-10 14:55:26
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task1_template,"DNA evidence suggests that throughout history, _____ people have been affected by the disease."
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task1_given_number,"775,672"
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task1_option1_number,"775,672"
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task1_option1_rating,too-precise
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task1_option2_number,"775,670"
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task1_option2_rating,looks-good
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task1_option3_number,"775,700"
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task1_option3_rating,looks-good
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task1_option4_number,"776,000"
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task1_option4_rating,looks-good
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task1_option5_number,"780,000"
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task1_option5_rating,looks-good
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task1_option6_number,"800,000"
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task1_option6_rating,looks-good
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task2_start_time,2021-08-10 14:56:02
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task2_template,"DNA evidence suggests that throughout history, _____ people have been affected by the disease."
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task2_given_number,"8,481"
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task2_option1_number,"8,481"
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task2_option1_rating,too-precise
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task2_option2_number,"8,480"
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task2_option2_rating,too-precise
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task2_option3_number,"8,500"
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task2_option3_rating,looks-good
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task2_option4_number,"8,000"
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task2_option4_rating,looks-good
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task3_start_time,2021-08-10 14:56:13
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task3_template,Astronomers have recently discovered a similar celestial body with a diameter of _____ miles.
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task3_given_number,"3,671,892"
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task3_option1_number,"3,671,892"
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task3_option1_rating,too-precise
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task3_option2_number,3.67189 million
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task3_option2_rating,too-precise
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task3_option3_number,3.6719 million
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task3_option3_rating,too-precise
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task3_option4_number,3.672 million
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task3_option4_rating,too-precise
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task3_option5_number,3.67 million
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task3_option5_rating,looks-good
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task3_option6_number,3.7 million
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task3_option6_rating,looks-good
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task3_option7_number,4 million
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task3_option7_rating,looks-good
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task4_start_time,2021-08-10 14:56:32
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task4_template,Astronomers have recently discovered a similar celestial body with a diameter of _____ miles.
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task4_given_number,"3,671,892"
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task4_option1_number,"3,671,892"
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task4_option1_rating,too-precise
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task4_option2_number,3.67189 million
5285046147049643785,12425585980335131748,A26ZENZ5G8AEGM,task4_option2_rating,too-precise
