Title,Description,Keywords,Reward,CreationTime,MaxAssignments,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.surveycode,Approve,Reject
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,15794001326577874316,Submitted,Sun Jul 25 16:11:42 PDT 2021,Sun Jul 25 16:16:30 PDT 2021,Thu Jul 29 16:16:30 PDT 2021,,,,288,100% (4/4),0% (0/0),0% (0/0),103296,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,5734630737043533768,Submitted,Fri Jul 23 13:00:01 PDT 2021,Fri Jul 23 13:18:29 PDT 2021,Tue Jul 27 13:18:29 PDT 2021,,,,1108,100% (5/5),0% (0/0),0% (0/0),165439,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,17861381919968306344,Submitted,Sat Jul 24 12:50:37 PDT 2021,Sat Jul 24 12:57:49 PDT 2021,Wed Jul 28 12:57:49 PDT 2021,,,,432,100% (4/4),0% (0/0),0% (0/0),152638,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,7738797705854784863,Submitted,Fri Jul 23 13:21:02 PDT 2021,Fri Jul 23 13:28:12 PDT 2021,Tue Jul 27 13:28:12 PDT 2021,,,,430,100% (11/11),0% (0/0),0% (0/0),183194,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,1489097278368165372,Submitted,Sat Jul 24 01:36:52 PDT 2021,Sat Jul 24 01:45:18 PDT 2021,Wed Jul 28 01:45:18 PDT 2021,,,,506,0% (0/0),0% (0/0),0% (0/0),141799,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,18009786094017482993,Submitted,Fri Jul 23 13:29:29 PDT 2021,Fri Jul 23 13:32:36 PDT 2021,Tue Jul 27 13:32:36 PDT 2021,,,,187,0% (0/0),0% (0/0),0% (0/0),127057,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,14375690940735690579,Submitted,Fri Jul 23 14:15:18 PDT 2021,Fri Jul 23 14:22:06 PDT 2021,Tue Jul 27 14:22:06 PDT 2021,,,,408,100% (9/9),0% (0/0),0% (0/0),107856,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,14679687201907379413,Submitted,Fri Jul 23 23:57:39 PDT 2021,Sat Jul 24 00:02:27 PDT 2021,Wed Jul 28 00:02:27 PDT 2021,,,,288,0% (0/0),0% (0/0),0% (0/0),160136,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,12700080901517859491,Submitted,Sat Jul 24 04:54:53 PDT 2021,Sat Jul 24 05:21:48 PDT 2021,Wed Jul 28 05:21:48 PDT 2021,,,,1615,0% (0/0),0% (0/0),0% (0/0),158814,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,17961689729949444925,Submitted,Sat Jul 24 10:16:12 PDT 2021,Sat Jul 24 10:24:12 PDT 2021,Wed Jul 28 10:24:12 PDT 2021,,,,480,0% (0/0),0% (0/0),0% (0/0),177041,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,9121113479739095505,Submitted,Fri Jul 23 14:23:57 PDT 2021,Fri Jul 23 14:29:12 PDT 2021,Tue Jul 27 14:29:12 PDT 2021,,,,315,100% (6/6),0% (0/0),0% (0/0),195965,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,10251866507696158711,Submitted,Fri Jul 23 12:57:29 PDT 2021,Fri Jul 23 13:01:24 PDT 2021,Tue Jul 27 13:01:24 PDT 2021,,,,235,100% (2/2),0% (0/0),0% (0/0),175015,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,9104290608752282498,Submitted,Fri Jul 23 13:56:31 PDT 2021,Fri Jul 23 14:01:52 PDT 2021,Tue Jul 27 14:01:52 PDT 2021,,,,321,100% (1/1),0% (0/0),0% (0/0),102762,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,8333337891208939530,Submitted,Fri Jul 23 15:36:32 PDT 2021,Fri Jul 23 15:54:05 PDT 2021,Tue Jul 27 15:54:05 PDT 2021,,,,1053,100% (3/3),0% (0/0),0% (0/0),180143,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,360844859055913966,Submitted,Fri Jul 23 15:53:21 PDT 2021,Fri Jul 23 15:54:26 PDT 2021,Tue Jul 27 15:54:26 PDT 2021,,,,65,0% (0/0),0% (0/0),0% (0/0),155801,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,13915649826951013228,Submitted,Sun Jul 25 10:13:43 PDT 2021,Sun Jul 25 10:21:41 PDT 2021,Thu Jul 29 10:21:41 PDT 2021,,,,478,100% (3/3),0% (0/0),0% (0/0),137183,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,4511443272324987364,Submitted,Fri Jul 23 13:03:58 PDT 2021,Fri Jul 23 13:09:50 PDT 2021,Tue Jul 27 13:09:50 PDT 2021,,,,352,100% (1/1),0% (0/0),0% (0/0),114069,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,9126571195538644720,Submitted,Fri Jul 23 18:32:50 PDT 2021,Fri Jul 23 18:33:10 PDT 2021,Tue Jul 27 18:33:10 PDT 2021,,,,20,0% (0/0),0% (0/0),0% (0/0),4.31E+13,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,14675396647113510577,Submitted,Sat Jul 24 08:13:26 PDT 2021,Sat Jul 24 08:17:46 PDT 2021,Wed Jul 28 08:17:46 PDT 2021,,,,260,100% (3/3),0% (0/0),0% (0/0),180674,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,4601389409141083777,Submitted,Sat Jul 24 10:56:47 PDT 2021,Sat Jul 24 11:02:02 PDT 2021,Wed Jul 28 11:02:02 PDT 2021,,,,315,0% (0/0),0% (0/0),0% (0/0),152064,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,14235061074130570695,Submitted,Fri Jul 23 13:51:30 PDT 2021,Fri Jul 23 13:56:28 PDT 2021,Tue Jul 27 13:56:28 PDT 2021,,,,298,100% (2/2),0% (0/0),0% (0/0),192627,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,3525684851199406918,Submitted,Sat Jul 24 02:11:31 PDT 2021,Sat Jul 24 02:40:34 PDT 2021,Wed Jul 28 02:40:34 PDT 2021,,,,1743,0% (0/0),0% (0/0),0% (0/0),169180,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,4336138307160436994,Submitted,Sat Jul 24 06:53:52 PDT 2021,Sat Jul 24 07:05:22 PDT 2021,Wed Jul 28 07:05:22 PDT 2021,,,,690,100% (8/8),0% (0/0),0% (0/0),118581,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,2411073106361065645,Submitted,Sun Jul 25 16:34:20 PDT 2021,Sun Jul 25 16:46:10 PDT 2021,Thu Jul 29 16:46:10 PDT 2021,,,,710,100% (2/2),0% (0/0),0% (0/0),147776,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,3380949798474599096,Submitted,Sat Jul 24 10:50:46 PDT 2021,Sat Jul 24 10:59:31 PDT 2021,Wed Jul 28 10:59:31 PDT 2021,,,,525,100% (2/2),0% (0/0),0% (0/0),120185,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,8327238004939207409,Submitted,Sun Jul 25 10:55:13 PDT 2021,Sun Jul 25 11:05:39 PDT 2021,Thu Jul 29 11:05:39 PDT 2021,,,,626,100% (5/5),0% (0/0),0% (0/0),115023,,
